"headphones_speakers","headphones_speakers_other","age","educ","race","race_other","sex","residence","residence_other","pol_ideology","pol_party","pol_party_other","suspicion","suspicion_other","mc_name","mc_name_do","mc_race_w","mc_race_b","b_race_name_1","b_race_name_2","b_race_name_3","b_race_name_4","b_race_name_5","b_race_name_6","b_race_name_7","b_race_name_8","b_race_name_do","w_race_name_1","w_race_name_2","w_race_name_3","w_race_name_4","w_race_name_5","w_race_name_6","w_race_name_7","w_race_name_8","w_race_name_do","feedback","mc_name_score","cond_do","name_1","voice_1","name_2","voice_2","name_3","voice_3","name_4","voice_4","mc_race_q_do","race_name_q_do","idvoice_1","idvoice_2","idvoice_3","idvoice_4","trust_1","trust_2","trust_3","trust_4","dom_1","dom_2","dom_3","dom_4","threat_1","threat_2","threat_3","threat_4","intell_1","intell_2","intell_3","intell_4","comm_1","comm_2","comm_3","comm_4","prob_1","prob_2","prob_3","prob_4","conf_1","conf_2","conf_3","conf_4","trait_do1","trait_do2","trait_do3","trait_do4","team_1","team_2","team_3","team_4","frnd_1","frnd_2","frnd_3","frnd_4","neighbr_1","neighbr_2","neighbr_3","neighbr_4","employee_1","employee_2","employee_3","employee_4","boss_1","boss_2","boss_3","boss_4","role_do1","role_do2","role_do3","role_do4","thoughts1","thoughts2","thoughts3","thoughts4","leadership_1","leadership_2","leadership_3","leadership_4","trust_rev1","trust_rev2","trust_rev3","trust_rev4","threatpotential_1","threatpotential_2","threatpotential_3","threatpotential_4","id"
"Speakers",NA,60,"Bachelor's degree in college (4-year)","White",NA,"Male","Rural",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Scott,Brad","Lucas|Grayson|Brad|Jackson|Scott|Noah|Tyrone|Terrell","4","0",0,0,0,0,100,100,100,100,"Scott|Terrell|Logan|Brad|Tyrone|Brett|Deshawn|Keyshawn",100,100,100,100,0,0,0,0,"Brett|Tyrone|Keyshawn|Brad|Deshawn|Terrell|Scott|Logan","everything worked fine",3,"FL_146|FL_147|FL_144|FL_145","Terrell","d","Tyrone","g","Brad","f","Scott","b","Q84|Q82","Q55|Q54",2593,6754,3553,3890,88,83,81,83,16,9,16,71,10,8,9,11,92,85,90,93,89,83,87,90,87,84,80,90,89,87,87,92,"Like they are a problem-solver|Trustworthy|Confident|Dominant|Threatening|Intelligent|Like they are an effective communicator","Threatening|Like they are a problem-solver|Like they are an effective communicator|Dominant|Intelligent|Trustworthy|Confident","Like they are a problem-solver|Threatening|Intelligent|Trustworthy|Like they are an effective communicator|Dominant|Confident","Like they are an effective communicator|Like they are a problem-solver|Confident|Dominant|Threatening|Trustworthy|Intelligent",88,82,83,89,79,84,83,89,88,82,84,91,87,84,82,91,70,78,81,90,"your employee?|your work project team member?|your neighbor?|your boss?|your close friend?","your boss?|your close friend?|your neighbor?|your work project team member?|your employee?","your boss?|your employee?|your neighbor?|your work project team member?|your close friend?","your work project team member?|your boss?|your employee?|your neighbor?|your close friend?","he sounds more like a follower","no","He reads well","his voice is deep",89.25,84.75,86,91.25,12,17,19,17,14,13,17.5,44,44
"Speakers",NA,28,"Less than high school degree","Hispanic/Latino",NA,"Female","Suburban",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Brad,Brett","Jackson|Grayson|Brett|William|Terrell|Lucas|Deshawn|Brad","2","2",51,88,56,54,87,87,85,92,"Scott|Terrell|Brad|Brett|Tyrone|Deshawn|Logan|Keyshawn",50,80,88,87,13,12,12,55,"Keyshawn|Deshawn|Scott|Tyrone|Logan|Terrell|Brett|Brad",NA,4,"FL_147|FL_146|FL_144|FL_145","Deshawn","d","Terrell","e","Brad","c","Brett","f","Q82|Q84","Q54|Q55",2593,4143,7187,3553,49,39,35,52,32,32,1,74,19,34,2,7,52,53,51,49,57,45,1,73,52,52,9,73,71,49,20,49,"Threatening|Like they are an effective communicator|Trustworthy|Confident|Like they are a problem-solver|Intelligent|Dominant","Threatening|Trustworthy|Confident|Like they are a problem-solver|Intelligent|Dominant|Like they are an effective communicator","Intelligent|Confident|Threatening|Like they are an effective communicator|Dominant|Trustworthy|Like they are a problem-solver","Confident|Threatening|Like they are a problem-solver|Dominant|Intelligent|Like they are an effective communicator|Trustworthy",58,34,14,80,26,36,11,18,57,52,10,21,57,52,12,80,66,46,14,78,"your boss?|your close friend?|your employee?|your work project team member?|your neighbor?","your close friend?|your work project team member?|your boss?|your employee?|your neighbor?","your neighbor?|your employee?|your close friend?|your work project team member?|your boss?","your close friend?|your neighbor?|your work project team member?|your boss?|your employee?","Regular voice","Average voice","Light voice","They have a deep voice",58,49.75,20.25,61,51,61,65,48,41.5,46.5,33,61,45
"Headphones",NA,67,"Associate degree in college (2-year)","American Indian or Alaska Native",NA,"Female","Suburban",NA,7,"Republican",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","how people react to and make judgments based on sound.","Deshawn,Keyshawn,Scott,Brad","Aiden|Elijah|Keyshawn|William|Brad|Liam|Scott|Deshawn","3","1",48,46,48,46,80,98,99,89,"Scott|Brad|Tyrone|Deshawn|Keyshawn|Terrell|Logan|Brett",98,83,98,52,12,2,3,3,"Scott|Brad|Tyrone|Keyshawn|Terrell|Brett|Logan|Deshawn","none",4,"FL_144|FL_147|FL_145|FL_146","Keyshawn","c","Deshawn","g","Brad","a","Scott","b","Q84|Q82","Q55|Q54",7187,6754,5999,3890,81,87,50,92,50,30,96,87,0,0,3,0,91,89,90,95,91,86,94,94,50,82,90,85,88,88,96,99,"Like they are an effective communicator|Intelligent|Dominant|Trustworthy|Like they are a problem-solver|Threatening|Confident","Intelligent|Trustworthy|Confident|Like they are a problem-solver|Like they are an effective communicator|Dominant|Threatening","Intelligent|Threatening|Like they are an effective communicator|Dominant|Confident|Like they are a problem-solver|Trustworthy","Like they are an effective communicator|Threatening|Trustworthy|Like they are a problem-solver|Intelligent|Confident|Dominant",50,78,3,89,39,50,5,43,65,85,18,72,74,78,8,89,50,38,1,80,"your boss?|your work project team member?|your neighbor?|your employee?|your close friend?","your neighbor?|your close friend?|your boss?|your work project team member?|your employee?","your neighbor?|your close friend?|your employee?|your boss?|your work project team member?","your close friend?|your work project team member?|your neighbor?|your employee?|your boss?","He sounds young.","no","He sounds a little agressive to me.","no",80,86.25,92.5,93.25,19,13,50,8,34.5,21.5,73,47.5,46
"Headphones",NA,32,"Master's degree","White,Hispanic/Latino",NA,"Female","Urban",NA,0,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Brett","Aiden|Liam|Deshawn|Noah|Tyrone|Elijah|Brad|Brett","2","2",49,10,50,14,90,85,85,85,"Logan|Terrell|Scott|Deshawn|Brett|Tyrone|Brad|Keyshawn",50,90,70,100,10,20,15,15,"Deshawn|Keyshawn|Tyrone|Scott|Brad|Terrell|Logan|Brett",NA,3,"FL_144|FL_145|FL_146|FL_147","Tyrone","b","Deshawn","f","Brett","e","Brad","g","Q82|Q84","Q55|Q54",3890,3553,4143,6754,65,50,50,60,50,60,40,45,5,25,20,30,79,50,55,80,90,50,35,65,70,30,40,70,75,60,30,50,"Threatening|Confident|Dominant|Trustworthy|Like they are a problem-solver|Intelligent|Like they are an effective communicator","Trustworthy|Threatening|Like they are a problem-solver|Intelligent|Dominant|Confident|Like they are an effective communicator","Like they are a problem-solver|Trustworthy|Confident|Dominant|Threatening|Like they are an effective communicator|Intelligent","Dominant|Confident|Threatening|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Intelligent",90,50,40,70,90,30,65,70,90,60,80,80,91,50,60,70,80,25,30,55,"your boss?|your close friend?|your neighbor?|your employee?|your work project team member?","your close friend?|your boss?|your employee?|your neighbor?|your work project team member?","your close friend?|your employee?|your boss?|your work project team member?|your neighbor?","your employee?|your work project team member?|your close friend?|your boss?|your neighbor?","He was obviously reading something so it's hard to tell what he's really like.",NA,NA,NA,78.5,47.5,40,66.25,35,50,50,40,42.5,55,45,42.5,47
"Speakers",NA,31,"Master's degree","White",NA,"Female","Urban",NA,4,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Aiden","Aiden|William|Brett|Noah|Scott|Liam|Tyrone|Keyshawn","4","0",1,4,6,10,65,45,31,63,"Brett|Brad|Scott|Logan|Tyrone|Terrell|Deshawn|Keyshawn",66,48,59,41,12,11,55,5,"Keyshawn|Deshawn|Tyrone|Terrell|Brett|Brad|Scott|Logan",NA,1,"FL_145|FL_147|FL_146|FL_144","Tyrone","h","Keyshawn","b","Scott","f","Brett","d","Q84|Q82","Q55|Q54",6861,3890,3553,2593,5,34,32,30,5,13,29,21,3,17,17,39,23,64,20,29,18,43,42,20,24,37,32,48,3,45,22,23,"Dominant|Trustworthy|Intelligent|Like they are a problem-solver|Confident|Threatening|Like they are an effective communicator","Like they are an effective communicator|Intelligent|Confident|Threatening|Dominant|Like they are a problem-solver|Trustworthy","Trustworthy|Intelligent|Confident|Like they are a problem-solver|Like they are an effective communicator|Dominant|Threatening","Like they are a problem-solver|Threatening|Intelligent|Like they are an effective communicator|Confident|Trustworthy|Dominant",44,49,25,41,36,30,32,32,54,19,24,27,18,44,17,53,27,61,23,27,"your employee?|your neighbor?|your boss?|your close friend?|your work project team member?","your work project team member?|your employee?|your boss?|your close friend?|your neighbor?","your boss?|your neighbor?|your employee?|your close friend?|your work project team member?","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","no","no","no","no",17,47.25,29,30,95,66,68,70,50,39.5,48.5,45.5,48
"Speakers",NA,71,"Some college but no degree","White",NA,"Male","Urban",NA,3,"Republican",NA,"The study is about predicting personality from voices",NA,"Deshawn,Scott,Brad,Jackson","Elijah|Grayson|Deshawn|Lucas|Brad|Jackson|Terrell|Scott","2","2",21,22,22,21,81,56,83,23,"Deshawn|Scott|Keyshawn|Brett|Brad|Terrell|Tyrone|Logan",94,91,91,93,10,36,10,86,"Brett|Scott|Logan|Tyrone|Brad|Deshawn|Terrell|Keyshawn","none",3,"FL_147|FL_145|FL_144|FL_146","Terrell","f","Deshawn","a","Brad","b","Scott","h","Q84|Q82","Q54|Q55",3553,5999,3890,6861,69,78,82,75,5,16,8,70,0,0,0,0,75,80,80,82,60,78,80,73,60,81,74,72,66,84,80,81,"Trustworthy|Dominant|Like they are a problem-solver|Threatening|Like they are an effective communicator|Confident|Intelligent","Threatening|Like they are an effective communicator|Confident|Trustworthy|Intelligent|Dominant|Like they are a problem-solver","Dominant|Confident|Like they are an effective communicator|Intelligent|Like they are a problem-solver|Threatening|Trustworthy","Confident|Dominant|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Threatening|Trustworthy",72,91,83,82,71,90,84,81,83,91,83,81,65,91,82,83,64,90,82,82,"your close friend?|your neighbor?|your work project team member?|your boss?|your employee?","your boss?|your close friend?|your work project team member?|your neighbor?|your employee?","your boss?|your employee?|your neighbor?|your work project team member?|your close friend?","your neighbor?|your close friend?|your boss?|your work project team member?|your employee?","no","no","no","no",65.25,80.75,78.5,77,31,22,18,25,18,19,13,47.5,49
"Headphones",NA,41,"Bachelor's degree in college (4-year)","White",NA,"Male","Urban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Brett,Aiden","Liam|Aiden|Deshawn|Elijah|Keyshawn|Jackson|Brad|Brett","3","1",23,57,2,8,87,82,80,58,"Keyshawn|Brett|Terrell|Logan|Scott|Tyrone|Brad|Deshawn",86,55,100,80,2,1,1,1,"Brett|Brad|Deshawn|Terrell|Logan|Scott|Tyrone|Keyshawn",NA,3,"FL_145|FL_144|FL_146|FL_147","Keyshawn","a","Deshawn","d","Brad","h","Brett","e","Q84|Q82","Q54|Q55",5999,2593,6861,4143,85,79,56,89,28,68,9,43,21,22,9,40,82,60,89,87,71,72,62,90,55,69,55,91,81,82,54,92,"Like they are a problem-solver|Dominant|Intelligent|Confident|Trustworthy|Like they are an effective communicator|Threatening","Confident|Threatening|Like they are an effective communicator|Intelligent|Trustworthy|Dominant|Like they are a problem-solver","Threatening|Like they are a problem-solver|Trustworthy|Confident|Like they are an effective communicator|Intelligent|Dominant","Intelligent|Trustworthy|Confident|Like they are a problem-solver|Threatening|Like they are an effective communicator|Dominant",92,90,96,96,94,86,93,98,94,88,95,97,82,87,93,96,94,84,89,90,"your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your work project team member?|your neighbor?|your boss?|your close friend?|your employee?","your neighbor?|your boss?|your close friend?|your employee?|your work project team member?","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","Likable","Powerful","A little insecure.",NA,72.25,70.75,65,90,15,21,44,11,21.5,44.5,26.5,27,50
"Speakers",NA,35,"Bachelor's degree in college (4-year)","White",NA,"Female","Rural",NA,5,"Republican",NA,"The study is about predicting personality from voices",NA,"Terrell,Brett,Lucas,Noah","Noah|William|Brett|Lucas|Logan|Grayson|Terrell|Tyrone","3","1",39,42,39,33,95,85,80,67,"Brad|Brett|Scott|Keyshawn|Deshawn|Terrell|Logan|Tyrone",59,70,52,57,7,11,2,47,"Logan|Terrell|Scott|Tyrone|Brad|Deshawn|Brett|Keyshawn",NA,2,"FL_145|FL_147|FL_144|FL_146","Terrell","e","Tyrone","h","Logan","d","Brett","b","Q84|Q82","Q54|Q55",4143,6861,2593,3890,44,69,70,62,4,48,42,13,2,10,10,5,38,63,50,31,21,73,53,55,31,66,49,37,19,87,41,22,"Intelligent|Confident|Dominant|Trustworthy|Like they are a problem-solver|Threatening|Like they are an effective communicator","Like they are a problem-solver|Like they are an effective communicator|Dominant|Confident|Trustworthy|Threatening|Intelligent","Threatening|Confident|Like they are a problem-solver|Intelligent|Dominant|Like they are an effective communicator|Trustworthy","Like they are a problem-solver|Trustworthy|Intelligent|Like they are an effective communicator|Threatening|Dominant|Confident",29,71,64,51,34,58,71,61,50,66,70,59,38,84,61,47,20,75,58,26,"your boss?|your close friend?|your work project team member?|your neighbor?|your employee?","your neighbor?|your work project team member?|your boss?|your employee?|your close friend?","your neighbor?|your close friend?|your employee?|your work project team member?|your boss?","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","Sounds shy","No","Seems like they are a slow reader",NA,27.25,72.25,48.25,36.25,56,31,30,38,30,39.5,36,25.5,51
"Headphones",NA,39,"Bachelor's degree in college (4-year)","White",NA,"Female","Urban",NA,0,"Democratic",NA,"I do not know what the study is about",NA,"Deshawn","William|Liam|Tyrone|Noah|Scott|Aiden|Deshawn|Brett","Unsure","Unsure",30,27,30,41,83,81,89,84,"Deshawn|Scott|Brad|Tyrone|Logan|Terrell|Keyshawn|Brett",76,74,81,70,20,20,16,20,"Deshawn|Terrell|Brett|Brad|Tyrone|Keyshawn|Scott|Logan",NA,1,"FL_145|FL_147|FL_146|FL_144","Deshawn","g","Tyrone","b","Brett","f","Scott","a","Q84|Q82","Q55|Q54",6754,3890,3553,5999,65,63,52,65,56,52,41,51,51,0,1,6,73,71,67,66,70,70,45,51,52,52,50,50,72,64,53,45,"Threatening|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Dominant|Intelligent|Confident","Intelligent|Threatening|Like they are an effective communicator|Like they are a problem-solver|Confident|Trustworthy|Dominant","Like they are a problem-solver|Trustworthy|Confident|Threatening|Dominant|Like they are an effective communicator|Intelligent","Like they are a problem-solver|Like they are an effective communicator|Confident|Threatening|Dominant|Trustworthy|Intelligent",52,51,53,51,50,51,51,51,51,51,52,51,51,51,52,51,51,51,51,51,"your neighbor?|your close friend?|your boss?|your employee?|your work project team member?","your close friend?|your boss?|your neighbor?|your employee?|your work project team member?","your close friend?|your boss?|your employee?|your neighbor?|your work project team member?","your close friend?|your work project team member?|your boss?|your employee?|your neighbor?","",NA,NA,NA,66.75,64.25,53.75,53,35,37,48,35,45.5,44.5,44.5,43,52
"Headphones",NA,23,"Some college but no degree","White",NA,"Female","Suburban",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Brad","William|Jackson|Deshawn|Elijah|Tyrone|Grayson|Brad|Brett","2","2",28,20,9,20,95,95,94,95,"Brett|Logan|Keyshawn|Tyrone|Deshawn|Scott|Terrell|Brad",72,84,91,89,5,8,9,7,"Logan|Keyshawn|Scott|Brett|Tyrone|Brad|Deshawn|Terrell",NA,3,"FL_146|FL_145|FL_144|FL_147","Deshawn","b","Tyrone","e","Brett","g","Brad","h","Q84|Q82","Q55|Q54",3890,4143,6754,6861,65,55,81,60,64,59,30,19,45,20,13,22,65,65,67,64,61,77,56,66,55,68,58,66,76,76,46,67,"Dominant|Threatening|Like they are a problem-solver|Like they are an effective communicator|Confident|Intelligent|Trustworthy","Threatening|Like they are an effective communicator|Confident|Dominant|Intelligent|Trustworthy|Like they are a problem-solver","Dominant|Trustworthy|Intelligent|Threatening|Confident|Like they are an effective communicator|Like they are a problem-solver","Trustworthy|Confident|Threatening|Like they are a problem-solver|Intelligent|Dominant|Like they are an effective communicator",59,65,68,66,52,68,67,67,53,64,70,67,65,70,59,68,62,63,61,65,"your close friend?|your neighbor?|your work project team member?|your boss?|your employee?","your boss?|your work project team member?|your neighbor?|your employee?|your close friend?","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","your boss?|your work project team member?|your close friend?|your neighbor?|your employee?","",NA,NA,NA,64.25,71.5,56.75,65.75,35,45,19,40,49.5,52,24.5,29.5,53
"Speakers",NA,29,"Associate degree in college (2-year)","White",NA,"Male","Urban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Terrell,Keyshawn,Logan","Liam|Lucas|Terrell|Jackson|Logan|Aiden|Keyshawn|Brett","Unsure","Unsure",48,37,42,43,71,63,66,57,"Deshawn|Tyrone|Logan|Brad|Terrell|Keyshawn|Scott|Brett",67,45,71,70,38,39,40,42,"Logan|Deshawn|Terrell|Scott|Brad|Tyrone|Keyshawn|Brett",NA,3,"FL_146|FL_145|FL_144|FL_147","Keyshawn","c","Terrell","f","Brett","h","Logan","b","Q82|Q84","Q54|Q55",7187,3553,6861,3890,48,53,64,63,55,51,56,55,43,59,41,47,54,72,75,72,45,46,69,72,49,53,64,60,43,64,71,79,"Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Dominant|Threatening|Confident","Like they are an effective communicator|Like they are a problem-solver|Dominant|Intelligent|Threatening|Confident|Trustworthy","Like they are an effective communicator|Threatening|Dominant|Intelligent|Like they are a problem-solver|Trustworthy|Confident","Confident|Like they are an effective communicator|Intelligent|Threatening|Like they are a problem-solver|Trustworthy|Dominant",53,59,58,64,49,55,69,64,59,65,78,68,52,60,69,64,41,54,58,67,"your boss?|your neighbor?|your work project team member?|your close friend?|your employee?","your boss?|your employee?|your close friend?|your work project team member?|your neighbor?","your work project team member?|your boss?|your employee?|your neighbor?|your close friend?","your boss?|your employee?|your neighbor?|your work project team member?|your close friend?","he speaks a little slowly which is slightly disconcerting","There's a gravelly quality to his voice that definitely has an effect","Sounds like a smart and capable person","the way he says the identification number 3890 shows confidence in a way",47.75,58.75,69.75,70.75,52,47,36,37,53.5,49,46,46,54
"Speakers",NA,44,"Bachelor's degree in college (4-year)","White",NA,"Male","Rural",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Brett,Lucas","Grayson|Aiden|Tyrone|Lucas|Scott|Elijah|Brett|Terrell","4","0",50,20,50,20,70,70,90,70,"Tyrone|Brett|Brad|Keyshawn|Scott|Terrell|Logan|Deshawn",60,80,50,80,20,20,20,21,"Tyrone|Brett|Brad|Deshawn|Terrell|Logan|Scott|Keyshawn",NA,1,"FL_147|FL_145|FL_146|FL_144","Tyrone","c","Terrell","f","Scott","e","Brett","g","Q82|Q84","Q54|Q55",7187,3553,4143,6754,50,50,50,50,50,50,30,30,50,35,25,20,50,50,50,50,55,60,45,70,50,50,50,50,50,60,40,70,"Like they are an effective communicator|Threatening|Intelligent|Trustworthy|Like they are a problem-solver|Dominant|Confident","Intelligent|Confident|Like they are an effective communicator|Dominant|Like they are a problem-solver|Threatening|Trustworthy","Dominant|Trustworthy|Confident|Intelligent|Threatening|Like they are a problem-solver|Like they are an effective communicator","Trustworthy|Like they are a problem-solver|Threatening|Intelligent|Dominant|Confident|Like they are an effective communicator",50,50,50,60,50,50,50,50,50,50,50,60,50,50,50,60,50,50,30,50,"your work project team member?|your neighbor?|your boss?|your employee?|your close friend?","your work project team member?|your neighbor?|your employee?|your close friend?|your boss?","your close friend?|your neighbor?|your work project team member?|your boss?|your employee?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","Spoke a bit slower than everyone else but had nice enunciation.","No.","Had trouble hearing it at the end.","No.",51.25,55,46.25,60,50,50,50,50,50,50,40,40,55
"Headphones",NA,44,"Bachelor's degree in college (4-year)","White",NA,"Male","Urban",NA,3,"Republican",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","how one characterizes and makes judgements based on a person's voice.","Keyshawn,Scott,Brad,William","William|Liam|Terrell|Noah|Scott|Aiden|Keyshawn|Brad","3","1",10,46,19,9,92,91,97,91,"Terrell|Deshawn|Logan|Scott|Tyrone|Brett|Brad|Keyshawn",54,57,79,87,94,14,8,97,"Keyshawn|Logan|Brad|Tyrone|Brett|Scott|Deshawn|Terrell","Enjoyed HIT!",3,"FL_147|FL_144|FL_146|FL_145","Terrell","h","Keyshawn","c","Scott","g","Brad","f","Q82|Q84","Q54|Q55",6861,7187,6754,3553,51,1,26,40,83,31,9,56,1,47,5,7,76,41,18,40,67,43,36,62,75,49,11,40,78,53,22,50,"Like they are an effective communicator|Like they are a problem-solver|Intelligent|Confident|Dominant|Trustworthy|Threatening","Confident|Like they are a problem-solver|Like they are an effective communicator|Threatening|Trustworthy|Dominant|Intelligent","Trustworthy|Threatening|Intelligent|Dominant|Confident|Like they are an effective communicator|Like they are a problem-solver","Intelligent|Confident|Trustworthy|Threatening|Like they are an effective communicator|Dominant|Like they are a problem-solver",9,23,16,60,10,3,33,36,24,9,63,66,21,19,41,64,12,5,10,49,"your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your neighbor?|your boss?|your work project team member?|your close friend?|your employee?","your employee?|your neighbor?|your boss?|your close friend?|your work project team member?","your work project team member?|your neighbor?|your close friend?|your boss?|your employee?","Sounds high pitched and possibly homosexual.","Sounds like a Black male.","Sounds passive and not confident.","He sounds confident and stable.",74,46.5,21.75,48,49,99,74,60,66,65,41.5,58,56
"Headphones",NA,28,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Male","Rural",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Brad,Logan","Elijah|Grayson|Brad|Jackson|Deshawn|Lucas|Logan|Tyrone","4","0",30,15,10,25,80,50,95,65,"Scott|Brett|Deshawn|Keyshawn|Terrell|Tyrone|Logan|Brad",70,85,90,75,35,50,5,30,"Terrell|Brett|Tyrone|Deshawn|Scott|Keyshawn|Logan|Brad",NA,4,"FL_146|FL_145|FL_147|FL_144","Tyrone","f","Deshawn","a","Logan","c","Brad","h","Q84|Q82","Q55|Q54",3553,5999,7187,6861,41,35,65,69,15,55,25,5,27,40,15,5,43,65,70,75,18,25,40,35,34,50,70,58,7,20,45,30,"Dominant|Trustworthy|Like they are a problem-solver|Intelligent|Threatening|Confident|Like they are an effective communicator","Dominant|Threatening|Intelligent|Like they are an effective communicator|Confident|Like they are a problem-solver|Trustworthy","Like they are an effective communicator|Threatening|Trustworthy|Like they are a problem-solver|Intelligent|Dominant|Confident","Threatening|Dominant|Like they are a problem-solver|Like they are an effective communicator|Intelligent|Confident|Trustworthy",37,40,50,61,23,30,35,35,41,45,70,70,31,55,75,75,13,35,45,51,"your neighbor?|your employee?|your close friend?|your boss?|your work project team member?","your boss?|your employee?|your neighbor?|your close friend?|your work project team member?","your neighbor?|your work project team member?|your employee?|your boss?|your close friend?","your close friend?|your neighbor?|your boss?|your employee?|your work project team member?","No.","No.","No.","No.",25.5,40,56.25,49.5,59,65,35,31,37,60,30,18,57
"Speakers",NA,31,"Bachelor's degree in college (4-year)","White",NA,"Female","Rural",NA,5,"Republican",NA,"I do not know what the study is about",NA,"Tyrone,Scott,Brad,Noah","Noah|Liam|Keyshawn|Jackson|Brad|Lucas|Scott|Tyrone","4","0",16,9,26,27,63,69,62,70,"Keyshawn|Scott|Deshawn|Brett|Brad|Logan|Terrell|Tyrone",70,74,69,64,15,23,14,11,"Scott|Brad|Tyrone|Logan|Terrell|Brett|Deshawn|Keyshawn",NA,3,"FL_144|FL_147|FL_145|FL_146","Tyrone","e","Keyshawn","d","Brad","a","Scott","c","Q82|Q84","Q54|Q55",4143,2593,5999,7187,45,57,44,47,31,68,53,53,15,33,11,45,52,46,62,46,48,59,63,50,46,63,65,46,45,64,64,57,"Trustworthy|Like they are an effective communicator|Confident|Like they are a problem-solver|Dominant|Intelligent|Threatening","Like they are an effective communicator|Intelligent|Confident|Dominant|Trustworthy|Like they are a problem-solver|Threatening","Like they are a problem-solver|Threatening|Like they are an effective communicator|Intelligent|Confident|Trustworthy|Dominant","Dominant|Intelligent|Like they are a problem-solver|Threatening|Like they are an effective communicator|Trustworthy|Confident",15,50,49,65,7,44,43,20,55,57,49,46,15,46,50,49,4,51,39,44,"your close friend?|your employee?|your neighbor?|your boss?|your work project team member?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your boss?|your close friend?|your work project team member?|your neighbor?|your employee?","your work project team member?|your boss?|your employee?|your close friend?|your neighbor?","they sound reluctant","he reads very quickly","confident and assertive","they are very monotone",47.75,58,63.5,49.75,55,43,56,53,43,55.5,54.5,53,58
"Speakers",NA,34,"Associate degree in college (2-year)","White",NA,"Female","Suburban",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Tyrone,Scott","William|Grayson|Tyrone|Noah|Scott|Elijah|Keyshawn|Logan","3","1",25,20,6,13,93,94,100,79,"Scott|Keyshawn|Logan|Brett|Tyrone|Brad|Terrell|Deshawn",87,91,92,84,8,20,5,35,"Scott|Brett|Logan|Deshawn|Keyshawn|Tyrone|Terrell|Brad","none",2,"FL_145|FL_146|FL_144|FL_147","Keyshawn","d","Tyrone","e","Logan","c","Scott","f","Q82|Q84","Q55|Q54",2593,4143,7187,3553,77,63,52,53,23,93,24,92,8,19,5,50,70,83,53,35,80,83,33,22,55,70,40,48,70,88,32,79,"Threatening|Trustworthy|Intelligent|Dominant|Like they are a problem-solver|Like they are an effective communicator|Confident","Threatening|Like they are an effective communicator|Like they are a problem-solver|Intelligent|Trustworthy|Dominant|Confident","Trustworthy|Threatening|Like they are an effective communicator|Dominant|Confident|Intelligent|Like they are a problem-solver","Threatening|Confident|Dominant|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Intelligent",74,91,66,50,81,62,54,54,81,87,50,54,74,78,71,61,65,97,42,39,"your employee?|your neighbor?|your close friend?|your work project team member?|your boss?","your close friend?|your work project team member?|your employee?|your boss?|your neighbor?","your boss?|your close friend?|your work project team member?|your neighbor?|your employee?","your boss?|your close friend?|your work project team member?|your employee?|your neighbor?","no","no","no","no",68.75,81,39.5,46,23,37,48,47,23,65,36,69.5,59
