"headphones_speakers","headphones_speakers_other","age","educ","race","race_other","sex","residence","residence_other","pol_ideology","pol_party","pol_party_other","suspicion","suspicion_other","mc_name","mc_name_do","mc_race_w","mc_race_b","b_race_name_1","b_race_name_2","b_race_name_3","b_race_name_4","b_race_name_5","b_race_name_6","b_race_name_7","b_race_name_8","b_race_name_do","w_race_name_1","w_race_name_2","w_race_name_3","w_race_name_4","w_race_name_5","w_race_name_6","w_race_name_7","w_race_name_8","w_race_name_do","feedback","mc_name_score","cond_do","mc_race_q_do","race_name_q_do","trait_do1","trait_do2","trait_do3","trait_do4","role_do1","role_do2","role_do3","role_do4","thoughts1","thoughts2","thoughts3","thoughts4","trust_rev1","trust_rev2","trust_rev3","trust_rev4","id","condition","boss","comm","conf","dom","employee","frnd","idvoice","intell","leadership","name","neighbr","prob","team","threat","threatpotential","trust","voice","cond_race","cond_pitch","cond_pitchC","cond_raceC"
"Speakers",NA,28,"Some college but no degree","Hispanic/Latino",NA,"Male","Urban",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Logan,Brett","Noah|Lucas|Tyrone|Grayson|Brett|Liam|Keyshawn|Logan","Unsure","Unsure",50,50,50,51,85,85,85,50,"Brett|Tyrone|Brad|Scott|Deshawn|Logan|Keyshawn|Terrell",50,50,50,50,25,25,25,50,"Deshawn|Brad|Scott|Keyshawn|Terrell|Tyrone|Logan|Brett","None.",4,"FL_147|FL_144|FL_146|FL_145","Q84|Q82","Q54|Q55","Like they are a problem-solver|Like they are an effective communicator|Intelligent|Threatening|Confident|Dominant|Trustworthy","Intelligent|Threatening|Dominant|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Confident","Like they are a problem-solver|Intelligent|Threatening|Dominant|Confident|Trustworthy|Like they are an effective communicator","Threatening|Trustworthy|Confident|Like they are a problem-solver|Intelligent|Like they are an effective communicator|Dominant","your neighbor?|your close friend?|your boss?|your employee?|your work project team member?","your employee?|your work project team member?|your close friend?|your boss?|your neighbor?","your neighbor?|your close friend?|your employee?|your boss?|your work project team member?","your work project team member?|your boss?|your close friend?|your employee?|your neighbor?","None.","None.","None.","None.",65,30,60,50,450,"BH",25,0,20,0,50,50,7187,50,22.5,"Keyshawn",50,20,50,0,32.5,35,"c","Black","High",0.5,-0.5
"Headphones",NA,30,"Associate degree in college (2-year)","White",NA,"Male","Urban",NA,7,"Republican",NA,"The study is about predicting personality from voices",NA,"Terrell,Keyshawn,Brad,Brett","Aiden|Liam|Terrell|Lucas|Keyshawn|Noah|Brett|Brad","3","1",0,0,0,0,100,50,100,50,"Brett|Brad|Deshawn|Keyshawn|Scott|Tyrone|Terrell|Logan",100,100,100,100,0,0,50,50,"Brett|Logan|Terrell|Tyrone|Deshawn|Scott|Brad|Keyshawn",NA,4,"FL_146|FL_144|FL_147|FL_145","Q82|Q84","Q54|Q55","Threatening|Confident|Intelligent|Trustworthy|Like they are an effective communicator|Dominant|Like they are a problem-solver","Like they are a problem-solver|Trustworthy|Intelligent|Dominant|Like they are an effective communicator|Threatening|Confident","Threatening|Like they are a problem-solver|Like they are an effective communicator|Dominant|Confident|Trustworthy|Intelligent","Dominant|Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Confident|Threatening","your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your employee?|your boss?|your neighbor?|your work project team member?|your close friend?","your close friend?|your neighbor?|your work project team member?|your boss?|your employee?","your employee?|your boss?|your neighbor?|your work project team member?|your close friend?","He sounds timid.","His voice sounds almost robotic like.","None",NA,66,30,33,30,451,"BH",18,19,36,40,17,85,4143,45,31.25,"Keyshawn",63,25,21,0,53,34,"e","Black","High",0.5,-0.5
"Speakers",NA,41,"Associate degree in college (2-year)","White",NA,"Female","Suburban",NA,3,"Democratic",NA,"The study is about predicting personality from voices",NA,"Terrell,Brad,Brett,Elijah","William|Elijah|Brad|Jackson|Tyrone|Grayson|Terrell|Brett","Unsure","Unsure",1,1,1,1,100,100,100,82,"Brett|Logan|Scott|Deshawn|Tyrone|Keyshawn|Brad|Terrell",98,100,100,100,3,1,4,20,"Logan|Brett|Terrell|Scott|Keyshawn|Deshawn|Brad|Tyrone","No issues",3,"FL_145|FL_144|FL_146|FL_147","Q82|Q84","Q55|Q54","Like they are a problem-solver|Trustworthy|Intelligent|Threatening|Dominant|Confident|Like they are an effective communicator","Confident|Like they are an effective communicator|Like they are a problem-solver|Threatening|Trustworthy|Intelligent|Dominant","Intelligent|Threatening|Confident|Like they are an effective communicator|Trustworthy|Dominant|Like they are a problem-solver","Like they are a problem-solver|Dominant|Like they are an effective communicator|Confident|Trustworthy|Threatening|Intelligent","your neighbor?|your work project team member?|your employee?|your close friend?|your boss?","your work project team member?|your close friend?|your employee?|your neighbor?|your boss?","your close friend?|your work project team member?|your employee?|your boss?|your neighbor?","your neighbor?|your close friend?|your boss?|your employee?|your work project team member?","It was clear and easy to understand.","His voice is very even toned, it might get boring listing to him for a long time.","He has an average sounding voice.","His voice was more grainy, and he paused at the wrong times while speaking.",20,27,37,17,452,"BH",79,91,84,51,83,84,7187,79,81.5,"Terrell",81,72,88,4,35.5,80,"c","Black","High",0.5,-0.5
"Speakers",NA,53,"Master's degree","White",NA,"Female","Suburban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Brett","Grayson|Jackson|Logan|Lucas|Tyrone|William|Brett|Terrell","3","1",10,20,6,1,90,89,90,90,"Scott|Brad|Brett|Tyrone|Terrell|Keyshawn|Deshawn|Logan",78,87,80,74,1,1,1,1,"Terrell|Scott|Logan|Brad|Deshawn|Keyshawn|Brett|Tyrone",NA,3,"FL_145|FL_147|FL_146|FL_144","Q82|Q84","Q55|Q54","Dominant|Intelligent|Like they are an effective communicator|Threatening|Trustworthy|Like they are a problem-solver|Confident","Like they are a problem-solver|Confident|Dominant|Trustworthy|Like they are an effective communicator|Threatening|Intelligent","Like they are a problem-solver|Trustworthy|Confident|Like they are an effective communicator|Threatening|Dominant|Intelligent","Confident|Trustworthy|Dominant|Like they are a problem-solver|Like they are an effective communicator|Threatening|Intelligent","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your close friend?|your boss?|your neighbor?|your employee?|your work project team member?","your close friend?|your neighbor?|your employee?|your boss?|your work project team member?","your boss?|your neighbor?|your employee?|your close friend?|your work project team member?","pleasant",NA,NA,NA,28,30,32,81,453,"BH",66,67,76,19,53,69,7187,73,72,"Terrell",60,72,60,4,23.5,72,"c","Black","High",0.5,-0.5
"Headphones",NA,27,"Bachelor's degree in college (4-year)","White",NA,"Female","Urban",NA,4,"Independent",NA,"The study is about predicting personality from voices",NA,"Terrell,Keyshawn,Brad,Brett","Noah|Elijah|Brad|Aiden|Keyshawn|William|Terrell|Brett","3","1",30,45,15,30,80,75,80,70,"Scott|Terrell|Brad|Tyrone|Logan|Keyshawn|Deshawn|Brett",60,50,70,60,30,40,25,30,"Logan|Deshawn|Terrell|Brad|Tyrone|Scott|Keyshawn|Brett","None",4,"FL_144|FL_146|FL_145|FL_147","Q84|Q82","Q54|Q55","Confident|Threatening|Dominant|Intelligent|Like they are an effective communicator|Trustworthy|Like they are a problem-solver","Threatening|Dominant|Confident|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Trustworthy","Confident|Dominant|Trustworthy|Like they are a problem-solver|Threatening|Intelligent|Like they are an effective communicator","Dominant|Intelligent|Threatening|Confident|Like they are a problem-solver|Trustworthy|Like they are an effective communicator","your boss?|your employee?|your close friend?|your neighbor?|your work project team member?","your neighbor?|your close friend?|your work project team member?|your employee?|your boss?","your boss?|your neighbor?|your work project team member?|your employee?|your close friend?","your boss?|your employee?|your neighbor?|your close friend?|your work project team member?","They sound bored.","None","None","He sounds like one of my coworkers.",50,60,40,50,454,"BH",40,75,80,60,50,25,7187,70,63.75,"Terrell",50,30,50,0,55,50,"c","Black","High",0.5,-0.5
"Speakers",NA,35,"Professional degree (JD, MD)","White",NA,"Female","Suburban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Scott,Logan","Aiden|Liam|Logan|Elijah|Scott|Noah|Deshawn|Terrell","Unsure","Unsure",50,50,50,50,50,50,50,50,"Terrell|Keyshawn|Brad|Deshawn|Tyrone|Logan|Scott|Brett",50,50,50,50,50,50,50,50,"Scott|Brett|Terrell|Deshawn|Keyshawn|Logan|Tyrone|Brad","None, it played fine",4,"FL_145|FL_147|FL_144|FL_146","Q82|Q84","Q55|Q54","Like they are a problem-solver|Trustworthy|Threatening|Intelligent|Confident|Like they are an effective communicator|Dominant","Like they are an effective communicator|Threatening|Dominant|Like they are a problem-solver|Intelligent|Confident|Trustworthy","Trustworthy|Dominant|Intelligent|Threatening|Like they are a problem-solver|Confident|Like they are an effective communicator","Confident|Like they are a problem-solver|Threatening|Intelligent|Like they are an effective communicator|Trustworthy|Dominant","your neighbor?|your boss?|your work project team member?|your close friend?|your employee?","your employee?|your neighbor?|your close friend?|your boss?|your work project team member?","your employee?|your work project team member?|your close friend?|your neighbor?|your boss?","your neighbor?|your work project team member?|your boss?|your close friend?|your employee?","A little timid, shy","It sounds calm and collected, like someone who is thoughtful.","Somewhat less confidence","This person sounds slightly hesitant compared to the other.",49,6,59,39,455,"BH",100,35,36,36,100,100,7187,53,43.5,"Terrell",100,50,100,0,42.5,51,"c","Black","High",0.5,-0.5
"Speakers",NA,34,"Master's degree","White",NA,"Female","Urban",NA,0,"Democratic",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","how people imagine race through names and voices and the characteristics associated with them.","Deshawn,Tyrone,Logan,Brett","Aiden|William|Brett|Grayson|Tyrone|Elijah|Deshawn|Logan","4","0",50,28,30,33,89,80,93,58,"Scott|Tyrone|Brad|Deshawn|Brett|Keyshawn|Logan|Terrell",89,82,58,67,15,39,12,53,"Keyshawn|Logan|Tyrone|Deshawn|Scott|Terrell|Brett|Brad",NA,4,"FL_144|FL_147|FL_146|FL_145","Q82|Q84","Q54|Q55","Intelligent|Confident|Trustworthy|Threatening|Dominant|Like they are a problem-solver|Like they are an effective communicator","Intelligent|Dominant|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Confident|Threatening","Threatening|Intelligent|Like they are a problem-solver|Confident|Trustworthy|Dominant|Like they are an effective communicator","Like they are an effective communicator|Dominant|Like they are a problem-solver|Confident|Threatening|Trustworthy|Intelligent","your boss?|your close friend?|your work project team member?|your employee?|your neighbor?","your close friend?|your neighbor?|your employee?|your boss?|your work project team member?","your close friend?|your work project team member?|your neighbor?|your boss?|your employee?","your employee?|your neighbor?|your close friend?|your work project team member?|your boss?","",NA,NA,NA,49,43,50,47,456,"BH",50,45,27,25,50,50,4143,51,44.5,"Deshawn",52,55,50,14,37,51,"e","Black","High",0.5,-0.5
"Speakers",NA,47,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Male","Rural",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Scott,Logan","Liam|Jackson|Logan|Lucas|Deshawn|Noah|Scott|Tyrone","3","1",28,17,28,21,40,96,59,57,"Deshawn|Keyshawn|Logan|Brett|Terrell|Brad|Tyrone|Scott",73,73,89,58,26,15,30,49,"Keyshawn|Brad|Logan|Terrell|Tyrone|Deshawn|Scott|Brett",NA,4,"FL_145|FL_146|FL_144|FL_147","Q82|Q84","Q54|Q55","Dominant|Like they are an effective communicator|Threatening|Like they are a problem-solver|Confident|Intelligent|Trustworthy","Dominant|Threatening|Like they are a problem-solver|Intelligent|Confident|Like they are an effective communicator|Trustworthy","Trustworthy|Intelligent|Confident|Like they are an effective communicator|Dominant|Threatening|Like they are a problem-solver","Threatening|Intelligent|Confident|Like they are an effective communicator|Like they are a problem-solver|Dominant|Trustworthy","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your work project team member?|your close friend?|your boss?|your neighbor?|your employee?","your neighbor?|your boss?|your work project team member?|your employee?|your close friend?","your close friend?|your boss?|your employee?|your work project team member?|your neighbor?","he wasn't interested or tried a bit at least","straitforward and clear voice","kind and friendly person","some gay voice like a girl",29,58,26,80,457,"BH",7,34,64,12,71,8,5999,65,52.75,"Deshawn",26,48,6,8,20.5,71,"a","Black","High",0.5,-0.5
"Speakers",NA,50,"Some college but no degree","White",NA,"Male","Suburban",NA,1,"Independent",NA,"I do not know what the study is about",NA,"Liam","Noah|Jackson|Logan|Liam|Tyrone|Elijah|Keyshawn|Brett","4","0",0,0,0,0,0,0,0,0,"Scott|Brad|Tyrone|Deshawn|Logan|Keyshawn|Terrell|Brett",0,0,0,0,0,0,0,0,"Brad|Logan|Deshawn|Brett|Terrell|Keyshawn|Scott|Tyrone",NA,0,"FL_146|FL_145|FL_144|FL_147","Q82|Q84","Q54|Q55","Intelligent|Threatening|Like they are an effective communicator|Dominant|Trustworthy|Confident|Like they are a problem-solver","Trustworthy|Like they are a problem-solver|Confident|Intelligent|Like they are an effective communicator|Threatening|Dominant","Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Threatening|Intelligent|Confident|Dominant","Confident|Like they are an effective communicator|Dominant|Intelligent|Trustworthy|Like they are a problem-solver|Threatening","your employee?|your boss?|your close friend?|your neighbor?|your work project team member?","your close friend?|your boss?|your work project team member?|your employee?|your neighbor?","your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your boss?|your neighbor?|your work project team member?|your employee?|your close friend?","None","None","No, but it sounds like an actor's voice.","None",26,60,40,79,458,"BH",53,60,94,74,80,53,5999,95,72.75,"Keyshawn",70,42,42,5,50,74,"a","Black","High",0.5,-0.5
"Headphones",NA,25,"Bachelor's degree in college (4-year)","White",NA,"Male","Rural",NA,0,"Democratic",NA,"The researcher isn't telling me what the study is about, but I cannot guess what it is about",NA,"Deshawn,Scott,Logan,William","Aiden|William|Terrell|Liam|Deshawn|Grayson|Logan|Scott","3","1",47,28,40,42,90,90,90,80,"Logan|Scott|Brad|Keyshawn|Brett|Terrell|Deshawn|Tyrone",52,70,60,61,10,10,10,20,"Brett|Scott|Keyshawn|Tyrone|Deshawn|Terrell|Brad|Logan",NA,3,"FL_146|FL_144|FL_145|FL_147","Q84|Q82","Q55|Q54","Like they are an effective communicator|Threatening|Dominant|Confident|Like they are a problem-solver|Trustworthy|Intelligent","Dominant|Like they are an effective communicator|Confident|Intelligent|Trustworthy|Like they are a problem-solver|Threatening","Dominant|Confident|Threatening|Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator","Threatening|Intelligent|Trustworthy|Like they are a problem-solver|Confident|Dominant|Like they are an effective communicator","your employee?|your close friend?|your neighbor?|your work project team member?|your boss?","your neighbor?|your boss?|your close friend?|your work project team member?|your employee?","your work project team member?|your neighbor?|your boss?|your close friend?|your employee?","your close friend?|your boss?|your work project team member?|your neighbor?|your employee?","It is quick and forceful, but I don't know if it makes him sound threatening.","It is straightforward and manages to be intelligent sounding.","They seem shy, but they don't seem like a mean or bad person.","It sounds like this person is unsure of them self.",42,30,26,32,459,"BH",55,73,72,71,51,54,2593,48,64.75,"Terrell",56,66,56,60,56.5,58,"d","Black","High",0.5,-0.5
"Speakers",NA,60,"Bachelor's degree in college (4-year)","White",NA,"Male","Suburban",NA,4,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Scott,Brad","Jackson|Elijah|Deshawn|Noah|Brad|Lucas|Terrell|Scott","4","0",50,45,50,50,75,65,75,65,"Brad|Terrell|Tyrone|Brett|Scott|Deshawn|Keyshawn|Logan",50,60,50,50,5,20,5,5,"Scott|Brad|Keyshawn|Brett|Terrell|Deshawn|Tyrone|Logan","No issues. Good material.",4,"FL_146|FL_145|FL_147|FL_144","Q84|Q82","Q54|Q55","Threatening|Confident|Trustworthy|Like they are a problem-solver|Dominant|Like they are an effective communicator|Intelligent","Dominant|Like they are a problem-solver|Trustworthy|Like they are an effective communicator|Confident|Threatening|Intelligent","Confident|Threatening|Dominant|Trustworthy|Intelligent|Like they are a problem-solver|Like they are an effective communicator","Like they are an effective communicator|Dominant|Confident|Like they are a problem-solver|Trustworthy|Threatening|Intelligent","your employee?|your boss?|your close friend?|your neighbor?|your work project team member?","your work project team member?|your close friend?|your employee?|your neighbor?|your boss?","your employee?|your neighbor?|your boss?|your close friend?|your work project team member?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","As with all of the recordings, I need more than the sound of one's voice to make any determinations.","A commanding voice, but again there's no way for me to make judgements re: above.","He sounds pleasant enough, but I have no way to evaluate him based on the above criteria.",NA,25,25,15,25,460,"BH",50,45,55,50,50,50,3890,70,57.5,"Deshawn",50,60,50,5,37.5,75,"b","Black","High",0.5,-0.5
"Speakers",NA,33,"Bachelor's degree in college (4-year)","White,Hispanic/Latino",NA,"Male","Suburban",NA,2,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Logan","Noah|Jackson|Logan|Liam|Tyrone|Lucas|Brett|Keyshawn","2","2",9,23,32,34,90,90,92,82,"Terrell|Deshawn|Brad|Logan|Scott|Keyshawn|Tyrone|Brett",91,72,100,71,10,8,9,13,"Logan|Scott|Brad|Tyrone|Keyshawn|Deshawn|Terrell|Brett",NA,3,"FL_147|FL_144|FL_146|FL_145","Q84|Q82","Q55|Q54","Like they are an effective communicator|Threatening|Trustworthy|Dominant|Intelligent|Confident|Like they are a problem-solver","Trustworthy|Dominant|Threatening|Intelligent|Confident|Like they are an effective communicator|Like they are a problem-solver","Intelligent|Like they are an effective communicator|Trustworthy|Confident|Like they are a problem-solver|Dominant|Threatening","Threatening|Dominant|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Confident|Intelligent","your boss?|your work project team member?|your close friend?|your neighbor?|your employee?","your close friend?|your employee?|your work project team member?|your boss?|your neighbor?","your close friend?|your work project team member?|your neighbor?|your employee?|your boss?","your employee?|your close friend?|your work project team member?|your neighbor?|your boss?","This voice had energy in it that I found appealing.","The first pause seemed unnatural, but otherwise the voice sounded like someone that knows their what they're talking about.","The cadence sounded very unnatural. I don't really feel like I know anything about the speaker except that they can read.","The tone and cadence seemed like they were just reading something somebody else wrote. Didn't see very intelligent or authoritative",18,19,92,21,461,"BH",81,72,94,22,83,66,6861,83,74.75,"Tyrone",47,50,100,8,20,82,"h","Black","High",0.5,-0.5
"Headphones",NA,48,"Some college but no degree","White",NA,"Male","Suburban",NA,3,"Democratic",NA,"The study is about predicting personality from voices",NA,"Terrell,Keyshawn,Scott,Brad","Lucas|Aiden|Keyshawn|William|Scott|Elijah|Brad|Terrell","4","0",52,26,50,45,84,80,82,65,"Deshawn|Logan|Tyrone|Brad|Keyshawn|Scott|Terrell|Brett",68,80,55,87,31,32,42,50,"Keyshawn|Brett|Logan|Scott|Brad|Tyrone|Deshawn|Terrell",NA,4,"FL_146|FL_147|FL_145|FL_144","Q82|Q84","Q55|Q54","Confident|Intelligent|Like they are a problem-solver|Trustworthy|Threatening|Like they are an effective communicator|Dominant","Confident|Threatening|Like they are an effective communicator|Intelligent|Trustworthy|Dominant|Like they are a problem-solver","Dominant|Threatening|Confident|Like they are a problem-solver|Trustworthy|Like they are an effective communicator|Intelligent","Dominant|Confident|Threatening|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Intelligent","your employee?|your neighbor?|your close friend?|your boss?|your work project team member?","your employee?|your neighbor?|your work project team member?|your boss?|your close friend?","your neighbor?|your work project team member?|your boss?|your close friend?|your employee?","your employee?|your work project team member?|your neighbor?|your boss?|your close friend?","",NA,NA,NA,37,41,56,26,462,"BH",56,68,62,56,62,58,4143,64,63.75,"Terrell",61,61,62,58,46.5,63,"e","Black","High",0.5,-0.5
"Speakers",NA,38,"Bachelor's degree in college (4-year)","White",NA,"Female","Suburban",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,William","Grayson|Elijah|Tyrone|Aiden|Brett|William|Keyshawn|Scott","2","2",10,58,10,15,100,99,100,99,"Logan|Scott|Deshawn|Keyshawn|Terrell|Brad|Tyrone|Brett",100,62,74,67,0,0,0,0,"Scott|Keyshawn|Logan|Brad|Deshawn|Brett|Tyrone|Terrell",NA,3,"FL_146|FL_145|FL_144|FL_147","Q84|Q82","Q54|Q55","Confident|Like they are a problem-solver|Intelligent|Trustworthy|Like they are an effective communicator|Threatening|Dominant","Dominant|Like they are a problem-solver|Trustworthy|Threatening|Like they are an effective communicator|Confident|Intelligent","Threatening|Like they are an effective communicator|Intelligent|Trustworthy|Dominant|Confident|Like they are a problem-solver","Threatening|Trustworthy|Intelligent|Like they are an effective communicator|Confident|Dominant|Like they are a problem-solver","your work project team member?|your boss?|your employee?|your neighbor?|your close friend?","your neighbor?|your boss?|your close friend?|your work project team member?|your employee?","your neighbor?|your employee?|your boss?|your work project team member?|your close friend?","your work project team member?|your neighbor?|your close friend?|your boss?|your employee?","He sounded a little enthusiastic. Not much but more than the previous two","He was articulate","It was a little monotoned but pleasant","He sounded bored",93,97,44,96,463,"BH",2,18,27,3,44,19,6861,27,26.5,"Keyshawn",17,34,46,3,48,7,"h","Black","High",0.5,-0.5
"Headphones",NA,49,"Associate degree in college (2-year)","White",NA,"Male","Suburban",NA,4,"Independent",NA,"The study is about predicting personality from voices",NA,"Keyshawn,Brett,Aiden,Lucas,William","William|Grayson|Keyshawn|Aiden|Terrell|Lucas|Brad|Brett","Unsure","Unsure",47,23,25,15,94,95,84,67,"Brad|Keyshawn|Scott|Deshawn|Tyrone|Terrell|Logan|Brett",98,92,96,95,5,6,7,15,"Tyrone|Keyshawn|Brett|Terrell|Scott|Brad|Deshawn|Logan","I wasn't even thinking about their race as much as I was their personality.",2,"FL_147|FL_144|FL_145|FL_146","Q84|Q82","Q54|Q55","Dominant|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Intelligent|Threatening|Confident","Threatening|Dominant|Like they are a problem-solver|Like they are an effective communicator|Intelligent|Trustworthy|Confident","Intelligent|Dominant|Threatening|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Confident","Threatening|Like they are a problem-solver|Dominant|Trustworthy|Confident|Intelligent|Like they are an effective communicator","your boss?|your neighbor?|your employee?|your work project team member?|your close friend?","your employee?|your close friend?|your boss?|your neighbor?|your work project team member?","your employee?|your neighbor?|your close friend?|your boss?|your work project team member?","your employee?|your neighbor?|your close friend?|your boss?|your work project team member?","3890","None","None","No, average",26,49,61,45,464,"BH",19,73,74,43,33,24,3890,71,70,"Terrell",32,62,21,17,34.5,74,"b","Black","High",0.5,-0.5
"Headphones",NA,34,"Doctoral degree","White",NA,"Male","Suburban",NA,3,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Logan,Brett,Lucas","William|Lucas|Brett|Noah|Deshawn|Aiden|Logan|Terrell","Unsure","Unsure",44,48,47,48,59,57,60,50,"Deshawn|Brad|Keyshawn|Brett|Terrell|Logan|Tyrone|Scott",54,50,53,48,31,30,29,45,"Keyshawn|Brad|Tyrone|Scott|Deshawn|Brett|Logan|Terrell",NA,3,"FL_144|FL_146|FL_145|FL_147","Q82|Q84","Q55|Q54","Trustworthy|Like they are a problem-solver|Threatening|Intelligent|Confident|Like they are an effective communicator|Dominant","Intelligent|Trustworthy|Confident|Threatening|Dominant|Like they are an effective communicator|Like they are a problem-solver","Intelligent|Like they are an effective communicator|Like they are a problem-solver|Threatening|Trustworthy|Dominant|Confident","Trustworthy|Intelligent|Like they are a problem-solver|Confident|Threatening|Like they are an effective communicator|Dominant","your close friend?|your work project team member?|your boss?|your employee?|your neighbor?","your neighbor?|your close friend?|your boss?|your employee?|your work project team member?","your boss?|your work project team member?|your neighbor?|your close friend?|your employee?","your close friend?|your neighbor?|your employee?|your boss?|your work project team member?","Nope","No","Nope","No",47,51,51,51,465,"BH",50,53,51,47,52,51,3553,51,52.25,"Deshawn",51,54,54,1,47,53,"f","Black","High",0.5,-0.5
"Headphones",NA,21,"Some college but no degree","White",NA,"Male","Suburban",NA,5,"Republican",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","Who favors Donald Trump, blah, blah, blah...","Tyrone,Keyshawn,Scott,Brett","Elijah|Liam|Tyrone|Jackson|Scott|Grayson|Brett|Keyshawn","2","2",14,12,10,13,90,84,89,87,"Brad|Scott|Tyrone|Brett|Terrell|Keyshawn|Deshawn|Logan",78,75,76,80,1,1,1,1,"Tyrone|Logan|Deshawn|Terrell|Keyshawn|Brad|Brett|Scott","None",4,"FL_146|FL_147|FL_145|FL_144","Q84|Q82","Q54|Q55","Intelligent|Trustworthy|Threatening|Confident|Like they are a problem-solver|Dominant|Like they are an effective communicator","Trustworthy|Like they are an effective communicator|Intelligent|Dominant|Threatening|Confident|Like they are a problem-solver","Intelligent|Dominant|Confident|Threatening|Like they are a problem-solver|Trustworthy|Like they are an effective communicator","Threatening|Like they are an effective communicator|Confident|Like they are a problem-solver|Dominant|Intelligent|Trustworthy","your boss?|your neighbor?|your work project team member?|your close friend?|your employee?","your neighbor?|your boss?|your work project team member?|your employee?|your close friend?","your neighbor?|your work project team member?|your boss?|your close friend?|your employee?","your neighbor?|your boss?|your employee?|your close friend?|your work project team member?","Good job","This study is about race issues, again.","Sounds academic","BLM?",15,21,20,40,466,"BH",78,80,84,15,78,77,5999,83,83,"Tyrone",79,85,77,84,15,85,"a","Black","High",0.5,-0.5
"Speakers",NA,64,"Bachelor's degree in college (4-year)","White",NA,"Female","Urban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Scott,Brett","Lucas|Liam|Brett|Elijah|Terrell|Noah|Deshawn|Scott","3","1",10,13,40,40,91,52,85,79,"Brett|Deshawn|Brad|Tyrone|Terrell|Logan|Scott|Keyshawn",81,72,78,78,40,51,30,38,"Logan|Deshawn|Tyrone|Terrell|Brad|Scott|Keyshawn|Brett",NA,4,"FL_145|FL_144|FL_146|FL_147","Q84|Q82","Q55|Q54","Confident|Threatening|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Intelligent|Dominant","Threatening|Dominant|Trustworthy|Like they are an effective communicator|Confident|Like they are a problem-solver|Intelligent","Like they are a problem-solver|Trustworthy|Intelligent|Like they are an effective communicator|Confident|Dominant|Threatening","Dominant|Trustworthy|Like they are a problem-solver|Threatening|Confident|Intelligent|Like they are an effective communicator","your close friend?|your boss?|your employee?|your neighbor?|your work project team member?","your employee?|your neighbor?|your work project team member?|your close friend?|your boss?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your work project team member?|your employee?|your close friend?|your neighbor?|your boss?","No","I liked the sound of his voice","He sounded like hasn't read something out loud too often",NA,8,10,39,49,467,"BH",66,56,81,29,83,85,2593,70,65.25,"Deshawn",84,54,83,3,18.5,92,"d","Black","High",0.5,-0.5
